No,Nama Prodi,Nama PT,Jenjang
1754,Tadris Biologi,Institut Agama Islam Negeri Kerinci,S1
1755,Hukum Ekonomi Syariah (Muamalah),Institut Agama Islam Negeri Kerinci,S1
1756,Tadris Matematika,Institut Agama Islam Negeri Kerinci,S1
1757,Tadris Bahasa Inggris,Institut Agama Islam Negeri Kerinci,S1
1758,Ekonomi Syariah,Institut Agama Islam Negeri Kerinci,S1
1759,Perbankan Syariah,Institut Agama Islam Negeri Kerinci,S1
1760,Hukum Keluarga Islam (Ahwal Syakhshiyyah),Institut Agama Islam Negeri Kerinci,S1
1761,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Kerinci,S1
1762,Pendidikan Agama Islam,Institut Agama Islam Negeri Kerinci,S1
1764,Ilmu Al-Qur'an Dan Tafsir,Institut Agama Islam Negeri Kerinci,S1
1765,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Kudus,S1
1766,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Kudus,S1
1767,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Kudus,S1
1768,Pendididkan Islam Anak Usia Dini,Institut Agama Islam Negeri Kudus,S1
1769,Manajemen Bisnis Syariah,Institut Agama Islam Negeri Kudus,S1
1770,Manajemen Zakat Dan Wakaf,Institut Agama Islam Negeri Kudus,S1
1771,Ilmu Al-Qur'an Dan Tafsir,Institut Agama Islam Negeri Kudus,S1
1772,Aqidah Dan Filsafat Islam,Institut Agama Islam Negeri Kudus,S1
1773,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Kudus,S1
1774,Ilmu Hadist,Institut Agama Islam Negeri Kudus,S1
1775,Pendidikan Agama Islam,Institut Agama Islam Negeri Kudus,S1
1776,Ekonomi Syariah,Institut Agama Islam Negeri Kudus,S1
1777,Pemikiran Politik Islam,Institut Agama Islam Negeri Kudus,S1
1778,Tasawuf Dan Psikoterapi,Institut Agama Islam Negeri Kudus,S1
1780,Hukum Keluarga Islam,Institut Agama Islam Negeri Kudus,S1
1782,Tadris Matematika,Institut Agama Islam Negeri Kudus,S1
1783,Tadris Biologi,Institut Agama Islam Negeri Kudus,S1
1785,Perbankan Syariah,Institut Agama Islam Negeri Kudus,S1
1786,Tadris IPA,Institut Agama Islam Negeri Kudus,S1
1787,Akuntansi Syari'ah,Institut Agama Islam Negeri Kudus,S1
1788,Tadris Bahasa Inggris,Institut Agama Islam Negeri Kudus,S1
1789,Bimbingan Konseling Pendidikan Islam,Institut Agama Islam Negeri Kudus,S1
1790,Manajemen Bisnis Syariah,Institut Agama Islam Negeri Kudus,S1
1791,Pengembangan Masyarakat Islam,Institut Agama Islam Negeri Kudus,S1
1792,Tadris IPS,Institut Agama Islam Negeri Kudus,S1
1793,Hukum Ekonomi Syariah (Muamalah),Institut Agama Islam Negeri Kudus,S1
1794,Manajemen Dakwah,Institut Agama Islam Negeri Kudus,S1
1795,Tadris Bahasa Inggris,Institut Agama Islam Negeri Lhokseumawe,S1
1796,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Lhokseumawe,S1
1797,Manajemen Pendidikan Islam,Institut Agama Islam Negeri Lhokseumawe,S1
1798,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Lhokseumawe,S1
1799,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Lhokseumawe,S1
1803,Tadris Bahasa Indonesia,Institut Agama Islam Negeri Lhokseumawe,S1
1804,Hukum Ekonomi Syari'ah (Mua'malah),Institut Agama Islam Negeri Lhokseumawe,S1
1805,Ilmu Al-Qur'an Dan Tafsir,Institut Agama Islam Negeri Lhokseumawe,S1
1806,Ilmu Falaq,Institut Agama Islam Negeri Lhokseumawe,S1
1808,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Lhokseumawe,S1
1809,Pendidikan Agama Islam,Institut Agama Islam Negeri Lhokseumawe,S1
1810,Hukum Tatanegara (Siyasah),Institut Agama Islam Negeri Lhokseumawe,S1
1811,Pendidikan Guru Madrasah Ibtidaiyah (PGMI),Institut Agama Islam Negeri Lhokseumawe,S1
1812,Ekonomi Syariah,Institut Agama Islam Negeri Lhokseumawe,S1
1813,Hukum Keluarga Islam (Ahwal Al-Syakhshiyyah),Institut Agama Islam Negeri Lhokseumawe,S1
1814,Akuntansi Syari'ah,Institut Agama Islam Negeri Lhokseumawe,S1
1815,Perbankan Syariah,Institut Agama Islam Negeri Lhokseumawe,S1
1816,Pendidikan Agama Islam,Institut Agama Islam Negeri Madura,S1
1817,Manajemen Pendidikan Islam,Institut Agama Islam Negeri Madura,S1
1818,Ahwal Al-Syakhshiyah,Institut Agama Islam Negeri Madura,S1
1819,Ekonomi Syari`ah,Institut Agama Islam Negeri Madura,S1
1820,Perbankan Syariah,Institut Agama Islam Negeri Madura,S1
1821,Hukum Ekonomi Syari`ah (Mu'amalah),Institut Agama Islam Negeri Madura,S1
1822,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Madura,S1
1824,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Madura,S1
1825,Akuntansi Syariah,Institut Agama Islam Negeri Madura,S1
1826,Bimbingan Dan Konseling Pendidikan Islam,Institut Agama Islam Negeri Madura,S1
1827,Ilmu Al Quran Dan Tafsir,Institut Agama Islam Negeri Madura,S1
1828,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Madura,S1
1829,Tadris Bahasa Indonesia,Institut Agama Islam Negeri Madura,S1
1830,Tadris Bahasa Inggris,Institut Agama Islam Negeri Madura,S1
1832,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Madura,S1
1833,Tadris IPS,Institut Agama Islam Negeri Madura,S1
1834,Hukum Ekonomi Syari`ah (Mu`amalah),Institut Agama Islam Negeri Metro,S1
1835,Perbankan Syariah,Institut Agama Islam Negeri Metro,D-III
1836,Perbankan Syariah,Institut Agama Islam Negeri Metro,S1
1838,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Metro,S1
1839,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Metro,S1
1840,Bahasa Dan Sastra Arab,Institut Agama Islam Negeri Metro,S1
1841,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Metro,S1
1842,Manajemen Haji Dan Umroh,Institut Agama Islam Negeri Metro,S1
1843,Pendidikan Agama Islam,Institut Agama Islam Negeri Metro,S1
1845,Tadris Matematika,Institut Agama Islam Negeri Metro,S1
1847,Tadris Biologi,Institut Agama Islam Negeri Metro,S1
1848,Ekonomi Syariah,Institut Agama Islam Negeri Metro,S1
1849,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Metro,S1
1850,Bimbingan Penyuluhan Islam,Institut Agama Islam Negeri Metro,S1
1851,Tadris IPS,Institut Agama Islam Negeri Metro,S1
1852,Tadris Bahasa Inggris,Institut Agama Islam Negeri Metro,S1
1853,Akuntansi Syari'ah,Institut Agama Islam Negeri Metro,S1
1854,Hukum Keluarga Islam (Ahwal Syakhshiyyah),Institut Agama Islam Negeri Metro,S1
1856,Hukum Tatanegara (Siyasah Syar'iyyah),Institut Agama Islam Negeri Metro,S1
1857,Perbankan Syariah,Institut Agama Islam Negeri Padangsidimpuan,S1
1858,Hukum Ekonomi Syari`ah,Institut Agama Islam Negeri Padangsidimpuan,S1
1859,Pengembangan Masyarakat Islam,Institut Agama Islam Negeri Padangsidimpuan,S1
1860,Manajemen Dakwah,Institut Agama Islam Negeri Padangsidimpuan,S1
1861,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Padangsidimpuan,S1
1862,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Padangsidimpuan,S1
1863,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Padangsidimpuan,S1
1864,Hukum Pidana Islam,Institut Agama Islam Negeri Padangsidimpuan,S1
1865,Pendidikan Matematika,Institut Agama Islam Negeri Padangsidimpuan,S1
1866,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Padangsidimpuan,S1
1868,Hukum Tata Negara (Siyasah),Institut Agama Islam Negeri Padangsidimpuan,S1
1869,Pendidikan Agama Islam,Institut Agama Islam Negeri Padangsidimpuan,S1
1870,Ekonomi Syariah,Institut Agama Islam Negeri Padangsidimpuan,S1
1871,Ahwal Al Syakhshiyyah,Institut Agama Islam Negeri Padangsidimpuan,S1
1872,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Padangsidimpuan,S1
1873,Ilmu Al Quran Dan Tafsir,Institut Agama Islam Negeri Padangsidimpuan,S1
1874,Tadris Bahasa Inggris,Institut Agama Islam Negeri Padangsidimpuan,S1
1875,Manajemen Zakat Dan Wakaf,Institut Agama Islam Negeri Padangsidimpuan,S1
1876,Hukum Ekonomi Syari`ah (Mu`amalah),Institut Agama Islam Negeri Palangkaraya,S1
1877,Tadris Fisika,Institut Agama Islam Negeri Palangkaraya,S1
1878,Tadris Biologi,Institut Agama Islam Negeri Palangkaraya,S1
1879,Tadris Bahasa Inggris,Institut Agama Islam Negeri Palangkaraya,S1
1883,Hukum Keluarga (Akhwal Syahsiyyah),Institut Agama Islam Negeri Palopo,S1
1884,Ilmu Al Qur`an Dan Tafsir,Institut Agama Islam Negeri Palopo,S1
1888,Hukum Ekonomi Syari`ah,Institut Agama Islam Negeri Palopo,S1
1889,Pendidikan Agama Islam,Institut Agama Islam Negeri Palopo,S1
1890,Pendidikan Bahasa Inggris,Institut Agama Islam Negeri Palopo,S1
1891,Sosiologi Agama,Institut Agama Islam Negeri Palopo,S1
1892,Manajemen Pendidikan Islam (Kependidikan Islam),Institut Agama Islam Negeri Palu,S1
1893,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Palu,S1
1894,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Palu,S1
1895,Ilmu Al Qur`an Dan Tafsir,Institut Agama Islam Negeri Palu,S1
1896,Pengembangan Masyarakat Islam,Institut Agama Islam Negeri Palu,S1
1897,Perbankan Syariah,Institut Agama Islam Negeri Palu,S1
1898,Tadris Bahasa Inggris,Institut Agama Islam Negeri Palu,S1
1899,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Palu,S1
1900,Pendidikan Agama Islam,Institut Agama Islam Negeri Palu,S1
1901,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Palu,S1
1902,Hukum Tatanegara Islam (Siyasah Syariyyah),Institut Agama Islam Negeri Palu,S1
1903,Hukum Keluarga (Akhwal Syaksiyah),Institut Agama Islam Negeri Palu,S1
1906,Aqidah Filsafat Islam,Institut Agama Islam Negeri Palu,S1
1907,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Palu,S1
1908,Ekonomi Syari`ah,Institut Agama Islam Negeri Palu,S1
1909,Hukum Ekonomi Syariah (Muamalah),Institut Agama Islam Negeri Palu,S1
1910,Pemikiran Politik Islam,Institut Agama Islam Negeri Palu,S1
1911,Tadris IPS,Institut Agama Islam Negeri Palu,S1
1912,Sejarah Peradaban Islam,Institut Agama Islam Negeri Palu,S1
1913,Ilmu Perpustakaan Dan Informasi Islam,Institut Agama Islam Negeri Palu,S1
1914,Perbandingan Madzhab,Institut Agama Islam Negeri Palu,S1
1916,Tadris Matematika,Institut Agama Islam Negeri Palu,S1
1918,Pendidikan Agama Islam,Institut Agama Islam Negeri Parepare,S1
1919,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Parepare,S1
1920,Perbankan Syariah,Institut Agama Islam Negeri Parepare,S1
1921,Manajemen Dakwah,Institut Agama Islam Negeri Parepare,S1
1922,Sejarah Peradaban Islam,Institut Agama Islam Negeri Parepare,S1
1923,Bimbingan Konseling Islam,Institut Agama Islam Negeri ParePare,S1
1924,Hukum Keluarga Islam (Ahwal Syakhshiyyah),Institut Agama Islam Negeri Parepare,S1
1925,Pendidikan  Islam Anak Usia Dini,Institut Agama Islam Negeri ParePare,S1
1926,Manajemen Pendidikan Islam,Institut Agama Islam Negeri ParePare,S1
1929,Hukum Tatanegara (Siyasah),Institut Agama Islam Negeri ParePare,S1
1930,Tadris Matematika,Institut Agama Islam Negeri ParePare,S1
1931,Hukum Ekonomi Syariah (Muamalah),Institut Agama Islam Negeri ParePare,S1
1932,Tadris IPA,Institut Agama Islam Negeri ParePare,S1
1933,Pariwisata Syariah,Institut Agama Islam Negeri ParePare,S1
1934,Tadris IPS,Institut Agama Islam Negeri ParePare,S1
1935,Pendidikan Bahasa Inggris,Institut Agama Islam Negeri ParePare,S1
1936,Pengembangan Masyarakat Islam,Institut Agama Islam Negeri ParePare,S1
1937,Manajemen Keuangan Syariah,Institut Agama Islam Negeri ParePare,S1
1938,Sosiologi Agama,Institut Agama Islam Negeri ParePare,S1
1940,Manajemen Zakat Dan Wakaf,Institut Agama Islam Negeri ParePare,S1
1941,Pendidikan Bahasa Arab,Institut Agama Islam Negeri ParePare,S1
1942,Akuntansi Syari'ah,Institut Agama Islam Negeri ParePare,S1
1943,Ekonomi Syariah (Ekonomi Islam ),Institut Agama Islam Negeri ParePare,S1
1944,Hukum Pidana Islam (JInayah),Institut Agama Islam Negeri ParePare,S1
1946,Akuntansi Lembaga Keuangan Syariah,Institut Agama Islam Negeri ParePare,S1
1947,Bahasa Dan Sastra Arab,Institut Agama Islam Negeri ParePare,S1
1948,Jurnalistik Islam,Institut Agama Islam Negeri ParePare,S1
1950,Tadris Bahasa Inggris,Institut Agama Islam Negeri Pekalongan,S1
1951,Tadris Matematika,Institut Agama Islam Negeri Pekalongan,S1
1952,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Pekalongan,S1
1953,Hukum Ekonomi Syariah (Muamalah),Institut Agama Islam Negeri Pekalongan,S1
1954,Ilmu Al Qur`an Dan Tafsir,Institut Agama Islam Negeri Pekalongan,S1
1955,Pendidikan Agama Islam,Institut Agama Islam Negeri Pekalongan,S1
1956,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Pekalongan,S1
1957,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Pekalongan,S1
1960,Ilmu Hadis,Institut Agama Islam Negeri Pekalongan,S1
1961,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Pekalongan,S1
1962,Manajemen Dakwah,Institut Agama Islam Negeri Pekalongan,S1
1963,Akuntansi Syariah,Institut Agama Islam Negeri Pekalongan,S1
1964,Hukum Keluarga Islam (Ahwal Syakhshiyyah),Institut Agama Islam Negeri Pekalongan,S1
1965,Perbankan Syariah,Institut Agama Islam Negeri Pekalongan,S1
1966,Hukum Tatanegara (Siyasah Syar'iyyah),Institut Agama Islam Negeri Pekalongan,S1
1967,Tasawuf Dan Psikoterapi,Institut Agama Islam Negeri Pekalongan,S1
1968,Bimbingan Penyuluhan Islam,Institut Agama Islam Negeri Pekalongan,S1
1970,Ekonomi Syari`ah,Institut Agama Islam Negeri Ponorogo,S1
1971,Manajemen Pendidikan Islam,Institut Agama Islam Negeri Ponorogo,S1
1972,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Ponorogo,S1
1974,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Ponorogo,S1
1975,Perbankan Syariah,Institut Agama Islam Negeri Ponorogo,S1
1977,Tadris Ilmu Pengetahuan Alam,Institut Agama Islam Negeri Ponorogo,S1
1978,Tadris Ilmu Pengetahuan Sosial,Institut Agama Islam Negeri Ponorogo,S1
1979,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Ponorogo,S1
1980,Hukum Keluarga Islam (Ahwal Syakhshiyyah),Institut Agama Islam Negeri Ponorogo,S1
1981,Ilmu Al Quran Dan Tafsir,Institut Agama Islam Negeri Ponorogo,S1
1982,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Ponorogo,S1
1983,Pendidikan Agama Islam,Institut Agama Islam Negeri Ponorogo,S1
1984,Hukum Ekonomi Syariah (Muamalah),Institut Agama Islam Negeri Ponorogo,S1
1985,Tadris Bahasa Inggris,Institut Agama Islam Negeri Ponorogo,S1
1986,Manajemen Zakat Dan Wakaf,Institut Agama Islam Negeri Ponorogo,S1
1987,Bimbingan Penyuluhan Islam,Institut Agama Islam Negeri Ponorogo,S1
1988,Hukum Tata Negara (Siyasah Syar'iyyah),Institut Agama Islam Negeri Ponorogo,S1
1990,Perbankan Syariah,Institut Agama Islam Negeri Pontianak,S1
1991,Pendidikan Agama Islam,Institut Agama Islam Negeri Pontianak,S1
1992,Manajemen Dakwah,Institut Agama Islam Negeri Pontianak,S1
1993,Ilmu Al Qur`an Dan Tafsir,Institut Agama Islam Negeri Pontianak,S1
1994,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Pontianak,S1
1995,Hukum Ekonomi Syari`ah (Mu`amalah),Institut Agama Islam Negeri Purwokerto,S1
1996,Manajemen Perbankan Syari`ah,Institut Agama Islam Negeri Purwokerto,D-III
1997,Manajemen Pendidikan Islam,Institut Agama Islam Negeri Purwokerto,S1
1998,Pendidikan Agama Islam,Institut Agama Islam Negeri Purwokerto,S1
1999,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Purwokerto,S1
2000,Ekonomi Syari`ah,Institut Agama Islam Negeri Purwokerto,S1
2001,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Purwokerto,S1
2002,Hukum Ekonomi Syari`ah (Mu`amalah),Institut Agama Islam Negeri Salatiga,S1
2003,Tadris IPA,Institut Agama Islam Negeri Salatiga,S1
2004,Ekonomi Syari`ah,Institut Agama Islam Negeri Salatiga,S1
2005,Pengembangan Masyarakat Islam,Institut Agama Islam Negeri Salatiga,S1
2006,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Salatiga,S1
2007,Aqidah Dan Filsafat Islam,Institut Agama Islam Negeri Salatiga,S1
2008,Ilmu Al Qur`an Dan Tafsir,Institut Agama Islam Negeri Salatiga,S1
2009,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Salatiga,S1
2010,Manajemen Dakwah,Institut Agama Islam Negeri Salatiga,S1
2011,Pendidikan Bahasa Inggris,Institut Agama Islam Negeri Salatiga,S1
2012,Pendidikan Agama Islam,Institut Agama Islam Negeri Salatiga,S1
2013,Perbankan Syariah,Institut Agama Islam Negeri Salatiga,S1
2014,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Salatiga,S1
2015,Hukum Ekonomi Syari`ah (Mu`amalah),Institut Agama Islam Negeri Samarinda,S1
2016,Tadris Bahasa Inggris,Institut Agama Islam Negeri Samarinda,S1
2017,Ilmu Al Qur`an Dan Tafsir,Institut Agama Islam Negeri Samarinda,S1
2018,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Samarinda,S1
2021,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Samarinda,S1
2022,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Samarinda,S1
2023,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Samarinda,S1
2024,Tadris Bahasa Inggris,Institut Agama Islam Negeri Sorong,S1
2025,Bimbingan Penyuluhan Islam,Institut Agama Islam Negeri Sorong,S1
2027,Hukum Keluarga (Akhwal Syakhsiyyah),Institut Agama Islam Negeri Sorong,S1
2028,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Sorong,S1
2029,Pendidikan Agama Islam,Institut Agama Islam Negeri Sorong,S1
2030,Pendidikan Guru Madrasah Ibtidaiyyah,Institut Agama Islam Negeri Sorong,S1
2031,Hukum Ekonomi Syari`ah (Mu`amalah),Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2032,Ilmu Hadist,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2033,Hukum Tatanegara (Siyasah),Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2034,Sosiologi Agama,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2035,Ekonomi Syari`ah,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2036,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2037,Hukum Pidana Islam (Jinayah),Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2038,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2040,Politik Islam,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2041,Filsafat Agama,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2042,Manajemen Dakwah,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2043,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Sultan Amai Gorontalo,S1
2044,Pendidikan Guru Raudlatul Athfal,Institut Agama Islam Negeri Sultan Maulana Hasanuddin Banten,S1
2045,Ilmu Al Qur`an Dan Tafsir,Institut Agama Islam Negeri Surakarta,S1
2046,Pendidikan Agama Islam,Institut Agama Islam Negeri Surakarta,S1
2047,Hukum Pidana Islam (Jinayah),Institut Agama Islam Negeri Surakarta,S1
2048,Sastra Inggris,Institut Agama Islam Negeri Surakarta,S1
2049,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Surakarta,S1
2050,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Surakarta,S1
2051,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Surakarta,S1
2052,Aqidah Dan Filsafat Islam,Institut Agama Islam Negeri Surakarta,S1
2053,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Surakarta,S1
2054,Manajemen Bisnis Syari`ah,Institut Agama Islam Negeri Surakarta,S1
2055,Pendidikan Bahasa Inggris,Institut Agama Islam Negeri Surakarta,S1
2056,Hukum Ekonomi Syari`ah,Institut Agama Islam Negeri Surakarta,S1
2058,Perbankan Syariah,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2059,Bimbingan Dan Konseling Islam,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2060,Psikologi Islam,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2061,Jurnalistik Islam,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2062,Pendidikan Agama Islam,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2063,Hukum Keluarga Islam (Ahwal Syakhshiyyah),Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2064,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2066,Bimbingan Dan Konseling Pendidikan Islam,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2067,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2068,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2069,Tadris Bahasa Inggris,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2070,Akuntansi Syariah,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,S1
2071,Hukum Ekonomi Syari`ah (Mu`amalah),Institut Agama Islam Negeri Syekh Nurjati Cirebon,S1
2072,Manajemen Pendidikan Islam,Institut Agama Islam Negeri Takengon,S1
2073,Tadris Bahasa Inggris,Institut Agama Islam Negeri Takengon,S1
2074,Pendidikan Bahasa Arab,Institut Agama Islam Negeri Takengon,S1
2075,Tadris Matematika,Institut Agama Islam Negeri Takengon,S1
2076,Pendidikan Agama Islam,Institut Agama Islam Negeri Takengon,S1
2078,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Negeri Takengon,S1
2079,Hukum Tatanegara (Siyasah),Institut Agama Islam Negeri Takengon,S1
2080,Ilmu Al Qur'an Dan Tafsir,Institut Agama Islam Negeri Takengon,S1
2081,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Takengon,S1
2082,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Takengon,S1
2083,Perbankan Syariah,Institut Agama Islam Negeri Ternate,S1
2084,Komunikasi Dan Penyiaran Islam,Institut Agama Islam Negeri Ternate,S1
2085,Tadris Matematika,Institut Agama Islam Negeri Ternate,S1
2086,Ahwal Al-Syakhshiyah,Institut Agama Islam Negeri Ternate,S1
2087,Muamalah,Institut Agama Islam Negeri Ternate,S1
2088,Pendidikan Islam Anak Usia Dini,Institut Agama Islam Negeri Tulungagung,S1
2089,Manajemen Zakat Dan Wakaf,Institut Agama Islam Negeri Tulungagung,S1
2090,Tasawuf Psikoterapi,Institut Agama Islam Negeri Tulungagung,S1
2091,Perbankan Syariah,Institut Agama Islam Negeri Tulungagung,S1
2092,Filsafat Agama,Institut Agama Islam Negeri Tulungagung,S1
2093,Bimbingan Dan Konseling Pendidikan Islam,Institut Agama Islam Ngawi Jawa Timur,S1
2094,Pendidikan Guru Madrasah Ibtidaiyah,Institut Agama Islam Ngawi Jawa Timur,S1
2095,Perbankan Syari'ah,Institut Agama Islam Ngawi Jawa Timur,S1
